id,type,primary_title,original_title,primary_image,rating,start_year
tt0985699,movie,Valkyrie,Valkyrie,"{'url': 'https://m.media-amazon.com/images/M/MV5BMTg3Njc2ODEyN15BMl5BanBnXkFtZTcwNTAwMzc3NA@@._V1_.jpg', 'width': 654, 'height': 1023}","{'aggregate_rating': 7.1, 'votes_count': 267993}",2008
tt2120120,movie,Pixels,Pixels,"{'url': 'https://m.media-amazon.com/images/M/MV5BMzIyNTc1NmUtOTBlNS00YzEwLTlkZTMtZjJkMGM2YzNkYmY3XkEyXkFqcGc@._V1_.jpg', 'width': 600, 'height': 890}","{'aggregate_rating': 5.6, 'votes_count': 171412}",2015
tt0338094,movie,The Haunted Mansion,The Haunted Mansion,"{'url': 'https://m.media-amazon.com/images/M/MV5BY2EwYThmZDYtZTVhMi00NGRkLTlmZDgtOTE2YmU0NTQ2MGQzXkEyXkFqcGc@._V1_.jpg', 'width': 1013, 'height': 1500}","{'aggregate_rating': 5.2, 'votes_count': 59291}",2003
tt0164052,movie,Hollow Man,Hollow Man,"{'url': 'https://m.media-amazon.com/images/M/MV5BOWQ2OTk4YTMtNmM1Mi00YjczLWExMTktOWM1ODIyMzJmODMzXkEyXkFqcGc@._V1_.jpg', 'width': 1469, 'height': 2180}","{'aggregate_rating': 5.9, 'votes_count': 142987}",2000
tt1854564,movie,Percy Jackson: Sea of Monsters,Percy Jackson: Sea of Monsters,"{'url': 'https://m.media-amazon.com/images/M/MV5BMGMyZTI2MjUtODEzMi00M2JlLWEwZGEtYWE5MmY5OWNkYTRjXkEyXkFqcGc@._V1_.jpg', 'width': 1933, 'height': 2871}","{'aggregate_rating': 5.7, 'votes_count': 130960}",2013
tt3110958,movie,Now You See Me 2,Now You See Me 2,"{'url': 'https://m.media-amazon.com/images/M/MV5BOTVjNTA0ZWEtNzU2Ny00Njg1LWE1MmEtZTUyZGQzYTVlY2Q5XkEyXkFqcGc@._V1_.jpg', 'width': 1972, 'height': 2975}","{'aggregate_rating': 6.4, 'votes_count': 341234}",2016
tt0266987,movie,Spy Game,Spy Game,"{'url': 'https://m.media-amazon.com/images/M/MV5BYTljZmI1MjctMWJmMC00ZjJmLTkwNzUtNGQxNWJhZGRjMjM3XkEyXkFqcGc@._V1_.jpg', 'width': 999, 'height': 1474}","{'aggregate_rating': 7.1, 'votes_count': 172971}",2001
tt1436562,movie,Rio,Rio,"{'url': 'https://m.media-amazon.com/images/M/MV5BMTU2MDY3MzAzMl5BMl5BanBnXkFtZTcwMTg0NjM5NA@@._V1_.jpg', 'width': 1382, 'height': 2048}","{'aggregate_rating': 6.9, 'votes_count': 262893}",2011
tt0120461,movie,Volcano,Volcano,"{'url': 'https://m.media-amazon.com/images/M/MV5BYzAxNWU2OTMtOTMwMi00NmQ3LThlNmEtNzY5NGYwNjg2ZWFmXkEyXkFqcGc@._V1_.jpg', 'width': 1525, 'height': 2265}","{'aggregate_rating': 5.6, 'votes_count': 85038}",1997
tt0267626,movie,K-19: The Widowmaker,K-19: The Widowmaker,"{'url': 'https://m.media-amazon.com/images/M/MV5BMjExMjZhMjUtZWRjZi00MjI3LTg1OWQtMTFhMWE1N2Y2MGVmXkEyXkFqcGc@._V1_.jpg', 'width': 1008, 'height': 1500}","{'aggregate_rating': 6.7, 'votes_count': 70068}",2002
tt0352248,movie,Cinderella Man,Cinderella Man,"{'url': 'https://m.media-amazon.com/images/M/MV5BYjQ3M2ZjMzYtNmQwNC00MjNkLTgzOTgtMjhjMDk0YzIzOWZkXkEyXkFqcGc@._V1_.jpg', 'width': 1523, 'height': 2260}","{'aggregate_rating': 8, 'votes_count': 205006}",2005
tt0329575,movie,Seabiscuit,Seabiscuit,"{'url': 'https://m.media-amazon.com/images/M/MV5BMWExOWJjNmEtMjk3Ny00YjM5LWEwYTctY2ViMTgwMTZkNGM4XkEyXkFqcGc@._V1_.jpg', 'width': 963, 'height': 1500}","{'aggregate_rating': 7.3, 'votes_count': 78719}",2003
tt0162222,movie,Cast Away,Cast Away,"{'url': 'https://m.media-amazon.com/images/M/MV5BOGNjNDI5ZGQtZjRjMy00NzQyLWFiYzQtYjcwNjM3ZDYwNThhXkEyXkFqcGc@._V1_.jpg', 'width': 580, 'height': 859}","{'aggregate_rating': 7.8, 'votes_count': 669218}",2000
tt0372183,movie,The Bourne Supremacy,The Bourne Supremacy,"{'url': 'https://m.media-amazon.com/images/M/MV5BZTU4ZDgyYjgtODA0Mi00MmE3LTgzYWQtZjc1YTFiMTczZTQ3XkEyXkFqcGc@._V1_.jpg', 'width': 1014, 'height': 1500}","{'aggregate_rating': 7.7, 'votes_count': 501744}",2004
tt0240772,movie,Ocean's Eleven,Ocean's Eleven,"{'url': 'https://m.media-amazon.com/images/M/MV5BMmNhZDkxYTgtMDM3ZC00NTQ3LWFjZTUtNzc1Y2QyNWZjNDRmXkEyXkFqcGc@._V1_.jpg', 'width': 936, 'height': 1386}","{'aggregate_rating': 7.7, 'votes_count': 650695}",2001
tt0837562,movie,Hotel Transylvania,Hotel Transylvania,"{'url': 'https://m.media-amazon.com/images/M/MV5BMTM3NjQyODI3M15BMl5BanBnXkFtZTcwMDM4NjM0OA@@._V1_.jpg', 'width': 691, 'height': 1024}","{'aggregate_rating': 7, 'votes_count': 299299}",2012
tt1599348,movie,Safe House,Safe House,"{'url': 'https://m.media-amazon.com/images/M/MV5BMjI5ODkyMjA2Nl5BMl5BanBnXkFtZTcwNTcyNTgzNw@@._V1_.jpg', 'width': 864, 'height': 1280}","{'aggregate_rating': 6.7, 'votes_count': 244736}",2012
tt0471042,movie,Tower Heist,Tower Heist,"{'url': 'https://m.media-amazon.com/images/M/MV5BMTY1NDQxMTcwOV5BMl5BanBnXkFtZTcwNzMzNTExNg@@._V1_.jpg', 'width': 1382, 'height': 2048}","{'aggregate_rating': 6.2, 'votes_count': 154686}",2011
tt0120660,movie,Enemy of the State,Enemy of the State,"{'url': 'https://m.media-amazon.com/images/M/MV5BOWVhZmRiODktNzM0Zi00YmVlLWI3MGQtY2M0NmYzN2Q4Yzg4XkEyXkFqcGc@._V1_.jpg', 'width': 1340, 'height': 2010}","{'aggregate_rating': 7.3, 'votes_count': 268926}",1998
tt0496806,movie,Ocean's Thirteen,Ocean's Thirteen,"{'url': 'https://m.media-amazon.com/images/M/MV5BMTMyNTc1NzY5MV5BMl5BanBnXkFtZTcwNDM4NTQzMw@@._V1_.jpg', 'width': 1384, 'height': 2048}","{'aggregate_rating': 6.9, 'votes_count': 379120}",2007
tt1840309,movie,Divergent,Divergent,"{'url': 'https://m.media-amazon.com/images/M/MV5BMTYxMzYwODE4OV5BMl5BanBnXkFtZTgwNDE5MzE2MDE@._V1_.jpg', 'width': 1310, 'height': 2048}","{'aggregate_rating': 6.6, 'votes_count': 507505}",2014
tt0327850,movie,The Rundown,The Rundown,"{'url': 'https://m.media-amazon.com/images/M/MV5BOWI4ODc0M2MtOTIzYi00MmQ0LTg4NDMtMTZiMjQyZTNmYTNhXkEyXkFqcGc@._V1_.jpg', 'width': 800, 'height': 1185}","{'aggregate_rating': 6.7, 'votes_count': 146883}",2003
tt0397535,movie,Memoirs of a Geisha,Memoirs of a Geisha,"{'url': 'https://m.media-amazon.com/images/M/MV5BMTYxMzM4NTEzOV5BMl5BanBnXkFtZTcwNDMwNjQzMw@@._V1_.jpg', 'width': 1377, 'height': 2048}","{'aggregate_rating': 7.3, 'votes_count': 167784}",2005
tt1430607,movie,Arthur Christmas,Arthur Christmas,"{'url': 'https://m.media-amazon.com/images/M/MV5BNTczMjMwMTE2OV5BMl5BanBnXkFtZTcwNDU0NTAwNw@@._V1_.jpg', 'width': 1385, 'height': 2048}","{'aggregate_rating': 7.1, 'votes_count': 70659}",2011
tt0233469,movie,Collateral Damage,Collateral Damage,"{'url': 'https://m.media-amazon.com/images/M/MV5BYWE5NDhhZjktOTQ4ZS00ZGY5LTk5ZDUtYjk0NmE1NzQwMTc4XkEyXkFqcGc@._V1_.jpg', 'width': 1522, 'height': 2265}","{'aggregate_rating': 5.5, 'votes_count': 79683}",2002
tt2085059,tvSeries,Black Mirror,Black Mirror,"{'url': 'https://m.media-amazon.com/images/M/MV5BODcxMWI2NDMtYTc3NC00OTZjLWFmNmUtM2NmY2I1ODkxYzczXkEyXkFqcGc@._V1_.jpg', 'width': 1500, 'height': 2222}","{'aggregate_rating': 8.7, 'votes_count': 700918}",2011
tt0298814,movie,The Core,The Core,"{'url': 'https://m.media-amazon.com/images/M/MV5BMTY3MTY3MzkzNl5BMl5BanBnXkFtZTYwNTAwNDk2._V1_.jpg', 'width': 485, 'height': 679}","{'aggregate_rating': 5.5, 'votes_count': 112109}",2003
tt0267913,movie,Scooby-Doo,Scooby-Doo,"{'url': 'https://m.media-amazon.com/images/M/MV5BMTg4MzMzMTY0OF5BMl5BanBnXkFtZTYwNzM3MTg2._V1_.jpg', 'width': 485, 'height': 717}","{'aggregate_rating': 5.4, 'votes_count': 133768}",2002
tt0389860,movie,Click,Click,"{'url': 'https://m.media-amazon.com/images/M/MV5BMTA1MTUxNDY4NzReQTJeQWpwZ15BbWU2MDE3ODAxNw@@._V1_.jpg', 'width': 450, 'height': 668}","{'aggregate_rating': 6.4, 'votes_count': 373422}",2006
tt5697572,movie,Cats,Cats,"{'url': 'https://m.media-amazon.com/images/M/MV5BYjhmMjcxNDUtNmVjZS00MjA1LTgzZjgtOTRjMTk4YjU1NDcwXkEyXkFqcGc@._V1_.jpg', 'width': 1351, 'height': 2000}","{'aggregate_rating': 2.8, 'votes_count': 57928}",2019
tt0411477,movie,Hellboy II: The Golden Army,Hellboy II: The Golden Army,"{'url': 'https://m.media-amazon.com/images/M/MV5BMjA5NzgyMjc2Nl5BMl5BanBnXkFtZTcwOTU3MDI3MQ@@._V1_.jpg', 'width': 510, 'height': 755}","{'aggregate_rating': 7, 'votes_count': 294194}",2008
tt0216216,movie,The 6th Day,The 6th Day,"{'url': 'https://m.media-amazon.com/images/M/MV5BZTA1MzE5MDMtNDcxOC00NTE5LWFkY2EtNWMyYTI1NDQyODIzXkEyXkFqcGc@._V1_.jpg', 'width': 1460, 'height': 2190}","{'aggregate_rating': 5.9, 'votes_count': 131311}",2000
tt1320253,movie,The Expendables,The Expendables,"{'url': 'https://m.media-amazon.com/images/M/MV5BNTUwODQyNjM0NF5BMl5BanBnXkFtZTcwNDMwMTU1Mw@@._V1_.jpg', 'width': 1381, 'height': 2048}","{'aggregate_rating': 6.4, 'votes_count': 374015}",2010
tt1392170,movie,The Hunger Games,The Hunger Games,"{'url': 'https://m.media-amazon.com/images/M/MV5BMWI1OGM4YjQtNmIxNi00YmE2LWJkNTAtY2Q0YjU4NTI5NWQyXkEyXkFqcGc@._V1_.jpg', 'width': 1837, 'height': 2756}","{'aggregate_rating': 7.2, 'votes_count': 1048541}",2012
tt0103776,movie,Batman Returns,Batman Returns,"{'url': 'https://m.media-amazon.com/images/M/MV5BZTliMDVkYTktZDdlMS00NTAwLWJhNzYtMWIwMDZjN2ViMGFiXkEyXkFqcGc@._V1_.jpg', 'width': 1100, 'height': 1630}","{'aggregate_rating': 7.1, 'votes_count': 341218}",1992
tt11655566,movie,Lilo & Stitch,Lilo & Stitch,"{'url': 'https://m.media-amazon.com/images/M/MV5BYmFmZjM1ZTEtYzQ5ZS00MTRmLTkzMDktYWMxNTg2NGE3YjY4XkEyXkFqcGc@._V1_.jpg', 'width': 510, 'height': 755}","{'aggregate_rating': 6.9, 'votes_count': 44625}",2025
tt0120647,movie,Deep Impact,Deep Impact,"{'url': 'https://m.media-amazon.com/images/M/MV5BN2EwNjMxOWYtYWE5Zi00MWEyLWJlMGMtYzA1NDQyZGE5YWZjXkEyXkFqcGc@._V1_.jpg', 'width': 999, 'height': 1500}","{'aggregate_rating': 6.3, 'votes_count': 199135}",1998
tt2191701,movie,Grown Ups 2,Grown Ups 2,"{'url': 'https://m.media-amazon.com/images/M/MV5BNmIzNDg3NTQtZjVkOS00Y2RlLThkZDAtMWQwY2RiM2FjNzRiXkEyXkFqcGc@._V1_.jpg', 'width': 947, 'height': 1400}","{'aggregate_rating': 5.4, 'votes_count': 181413}",2013
tt0337741,movie,Something's Gotta Give,Something's Gotta Give,"{'url': 'https://m.media-amazon.com/images/M/MV5BZjZjMWM4MmQtMGQ5Ni00MzRiLWFiNjAtYzg2NmZmNGJmMGI4XkEyXkFqcGc@._V1_.jpg', 'width': 1042, 'height': 1530}","{'aggregate_rating': 6.7, 'votes_count': 133652}",2003
tt0369436,movie,Four Christmases,Four Christmases,"{'url': 'https://m.media-amazon.com/images/M/MV5BMTQ2MjA0NDAwNF5BMl5BanBnXkFtZTcwOTU4MTM5MQ@@._V1_.jpg', 'width': 810, 'height': 1200}","{'aggregate_rating': 5.7, 'votes_count': 85067}",2008
tt0119094,movie,Face/Off,Face/Off,"{'url': 'https://m.media-amazon.com/images/M/MV5BOGQyOWNmYTgtZWY0NS00NzhjLTg3NmMtMzcwYzQ2OTA2OTJkXkEyXkFqcGc@._V1_.jpg', 'width': 520, 'height': 777}","{'aggregate_rating': 7.3, 'votes_count': 416191}",1997
tt0257044,movie,Road to Perdition,Road to Perdition,"{'url': 'https://m.media-amazon.com/images/M/MV5BMjMyYjMyMzktMjlhZC00ZTZkLTkzMWQtZmEwMjdjNzJkM2RlXkEyXkFqcGc@._V1_.jpg', 'width': 1013, 'height': 1500}","{'aggregate_rating': 7.7, 'votes_count': 294429}",2002
tt0118880,movie,Con Air,Con Air,"{'url': 'https://m.media-amazon.com/images/M/MV5BODcxOGFjOTEtM2M3Zi00ZWNiLWFjMTYtZDQ0Yjg2NTE2MzNiXkEyXkFqcGc@._V1_.jpg', 'width': 1013, 'height': 1500}","{'aggregate_rating': 6.9, 'votes_count': 331755}",1997
tt0159365,movie,Cold Mountain,Cold Mountain,"{'url': 'https://m.media-amazon.com/images/M/MV5BMTY3NTc5NzcyOF5BMl5BanBnXkFtZTcwMDM0NjQyMQ@@._V1_.jpg', 'width': 513, 'height': 755}","{'aggregate_rating': 7.2, 'votes_count': 161103}",2003
tt0119137,movie,Flubber,Flubber,"{'url': 'https://m.media-amazon.com/images/M/MV5BYzRiODczNDMtNWY3Yi00YjFhLWExOGEtMDI5OGY5MDBhYjdjXkEyXkFqcGc@._V1_.jpg', 'width': 1947, 'height': 2884}","{'aggregate_rating': 5.3, 'votes_count': 97778}",1997
tt0117705,movie,Space Jam,Space Jam,"{'url': 'https://m.media-amazon.com/images/M/MV5BZGQ3ZDk0M2MtZDNmNi00OWE3LThiODUtMTU3NmVjMTA0ZGQyXkEyXkFqcGc@._V1_.jpg', 'width': 1936, 'height': 2875}","{'aggregate_rating': 6.5, 'votes_count': 223591}",1996
tt0970416,movie,The Day the Earth Stood Still,The Day the Earth Stood Still,"{'url': 'https://m.media-amazon.com/images/M/MV5BMTI5NTg1MzU5Nl5BMl5BanBnXkFtZTcwMDU1ODMwMg@@._V1_.jpg', 'width': 669, 'height': 1000}","{'aggregate_rating': 5.5, 'votes_count': 183552}",2008
tt2713180,movie,Fury,Fury,"{'url': 'https://m.media-amazon.com/images/M/MV5BMjA4MDU0NTUyN15BMl5BanBnXkFtZTgwMzQxMzY4MjE@._V1_.jpg', 'width': 1382, 'height': 2048}","{'aggregate_rating': 7.6, 'votes_count': 582886}",2014
tt1302067,movie,Yogi Bear,Yogi Bear,"{'url': 'https://m.media-amazon.com/images/M/MV5BMTczMjU1NTQ0M15BMl5BanBnXkFtZTcwMjIxMTA3Mw@@._V1_.jpg', 'width': 1166, 'height': 1728}","{'aggregate_rating': 4.6, 'votes_count': 24160}",2010
tt1222817,movie,Zookeeper,Zookeeper,"{'url': 'https://m.media-amazon.com/images/M/MV5BMTMyNjYyODk0Ml5BMl5BanBnXkFtZTcwNDUzOTczNQ@@._V1_.jpg', 'width': 1382, 'height': 2048}","{'aggregate_rating': 5.2, 'votes_count': 67819}",2011
tt0056218,movie,The Manchurian Candidate,The Manchurian Candidate,"{'url': 'https://m.media-amazon.com/images/M/MV5BMTg2NTM1ZDktNTM4My00NzM0LWE3ZjctMTUyZTk0N2EwMGNjXkEyXkFqcGc@._V1_.jpg', 'width': 1944, 'height': 2952}","{'aggregate_rating': 7.9, 'votes_count': 82821}",1962
tt2510894,movie,Hotel Transylvania 2,Hotel Transylvania 2,"{'url': 'https://m.media-amazon.com/images/M/MV5BY2ExYWJhMDYtYjcwMy00YjA2LTk2YzQtY2FhMWYxZThiNDQzXkEyXkFqcGc@._V1_.jpg', 'width': 509, 'height': 755}","{'aggregate_rating': 6.6, 'votes_count': 154004}",2015
tt0054387,movie,The Time Machine,The Time Machine,"{'url': 'https://m.media-amazon.com/images/M/MV5BOGVhNWMxZjktNjhiZS00MzhjLTk5ODUtNjNhYTFkZWUyNDZjXkEyXkFqcGc@._V1_.jpg', 'width': 1960, 'height': 2982}","{'aggregate_rating': 7.5, 'votes_count': 46952}",1960
tt0244244,movie,Swordfish,Swordfish,"{'url': 'https://m.media-amazon.com/images/M/MV5BMmVlOGM1YjQtNzMzYS00ZmY5LTlkMDQtN2EyZTQ4NTExNjNjXkEyXkFqcGc@._V1_.jpg', 'width': 2020, 'height': 3000}","{'aggregate_rating': 6.5, 'votes_count': 200631}",2001
tt0120889,movie,What Dreams May Come,What Dreams May Come,"{'url': 'https://m.media-amazon.com/images/M/MV5BOWVmNzA5NDQtYTNiYy00YjI0LWJjMWItZjEyNmI5YjRlZTI5XkEyXkFqcGc@._V1_.jpg', 'width': 1013, 'height': 1500}","{'aggregate_rating': 7, 'votes_count': 117897}",1998
tt0355295,movie,The Brothers Grimm,The Brothers Grimm,"{'url': 'https://m.media-amazon.com/images/M/MV5BMjNmMWRlYTktNGQyMi00YTgzLThjYjgtYWFmNTc3NGEwNTVkXkEyXkFqcGc@._V1_.jpg', 'width': 1521, 'height': 2260}","{'aggregate_rating': 5.9, 'votes_count': 129220}",2005
tt0251075,movie,Evolution,Evolution,"{'url': 'https://m.media-amazon.com/images/M/MV5BZjMwZjJjYzItZjUwZS00MTU5LTlmOTItMmE5MGFhZTg2MWM2XkEyXkFqcGc@._V1_.jpg', 'width': 960, 'height': 1440}","{'aggregate_rating': 6.1, 'votes_count': 139970}",2001
tt0986263,movie,Surrogates,Surrogates,"{'url': 'https://m.media-amazon.com/images/M/MV5BMjEzMTU5OTY0Ml5BMl5BanBnXkFtZTcwMDA0NjA3Mg@@._V1_.jpg', 'width': 1382, 'height': 2048}","{'aggregate_rating': 6.3, 'votes_count': 183131}",2009
tt0116040,movie,Daylight,Daylight,"{'url': 'https://m.media-amazon.com/images/M/MV5BZTM2YTg0OWUtODc5ZC00ZGU2LWFkZGYtMDFmZGE3NzFhYjM4XkEyXkFqcGc@._V1_.jpg', 'width': 1979, 'height': 2930}","{'aggregate_rating': 6, 'votes_count': 79442}",1996
tt0185183,movie,Battlefield Earth,Battlefield Earth,"{'url': 'https://m.media-amazon.com/images/M/MV5BODJiODc1NjQtZmRhZS00ZTlmLTlmNTItMmZiZjcxMmU4ZDI2XkEyXkFqcGc@._V1_.jpg', 'width': 1524, 'height': 2265}","{'aggregate_rating': 2.5, 'votes_count': 84799}",2000
tt8760932,tvSeries,Nine Perfect Strangers,Nine Perfect Strangers,"{'url': 'https://m.media-amazon.com/images/M/MV5BOTNhMjdiZDEtNTIyMy00NTNkLThlNzktYzM5OWUxOWI5N2Q4XkEyXkFqcGc@._V1_.jpg', 'width': 896, 'height': 1330}","{'aggregate_rating': 6.9, 'votes_count': 68427}",2021
tt0119925,movie,The Postman,The Postman,"{'url': 'https://m.media-amazon.com/images/M/MV5BMGNiZjA3ODMtYmExMS00MzRiLWI3N2QtNDQxYzRlYzAwNjBhXkEyXkFqcGc@._V1_.jpg', 'width': 1000, 'height': 1500}","{'aggregate_rating': 6.1, 'votes_count': 81658}",1997
tt1618442,movie,The Last Witch Hunter,The Last Witch Hunter,"{'url': 'https://m.media-amazon.com/images/M/MV5BMjM5Njk5MzYzM15BMl5BanBnXkFtZTgwNzM1Mjk4NjE@._V1_.jpg', 'width': 1347, 'height': 2048}","{'aggregate_rating': 5.9, 'votes_count': 113928}",2015
tt0344854,movie,Arthur and the Invisibles,Arthur et les Minimoys,"{'url': 'https://m.media-amazon.com/images/M/MV5BOTYxOGIxMTEtZGNhMi00ZWQ5LTg1YWItNDUzMzAwMDZhZmUxXkEyXkFqcGc@._V1_.jpg', 'width': 822, 'height': 1126}","{'aggregate_rating': 6, 'votes_count': 42972}",2006
tt0318081,movie,A Sound of Thunder,A Sound of Thunder,"{'url': 'https://m.media-amazon.com/images/M/MV5BZGUzZmZjYzctNzIzYy00ZmQ1LWIyODQtZTA0OTc4YTEzNDVlXkEyXkFqcGc@._V1_.jpg', 'width': 1962, 'height': 2898}","{'aggregate_rating': 4.2, 'votes_count': 21285}",2005
tt4057916,movie,Top Cat Begins,Don Gato: El Inicio de la Pandilla,"{'url': 'https://m.media-amazon.com/images/M/MV5BNzc4NjlkYjYtYmI2Ni00MjY5LTk1YTYtMmI1NzVhY2ZiOWFmXkEyXkFqcGc@._V1_.jpg', 'width': 706, 'height': 1000}","{'aggregate_rating': 4.3, 'votes_count': 686}",2015
tt13186482,movie,Mufasa: The Lion King,Mufasa: The Lion King,"{'url': 'https://m.media-amazon.com/images/M/MV5BYjBkOWUwODYtYWI3YS00N2I0LWEyYTktOTJjM2YzOTc3ZDNlXkEyXkFqcGc@._V1_.jpg', 'width': 864, 'height': 1280}","{'aggregate_rating': 6.6, 'votes_count': 71714}",2024
tt1985966,movie,Cloudy with a Chance of Meatballs 2,Cloudy with a Chance of Meatballs 2,"{'url': 'https://m.media-amazon.com/images/M/MV5BMTYzNDM0MDI1NF5BMl5BanBnXkFtZTcwNzQ5NzYxOQ@@._V1_.jpg', 'width': 630, 'height': 934}","{'aggregate_rating': 6.3, 'votes_count': 121096}",2013
tt0317648,movie,Hidalgo,Hidalgo,"{'url': 'https://m.media-amazon.com/images/M/MV5BMTgyNjg5MjcxMl5BMl5BanBnXkFtZTcwNDQxMzQyMQ@@._V1_.jpg', 'width': 541, 'height': 800}","{'aggregate_rating': 6.7, 'votes_count': 87486}",2004
tt0322259,movie,2 Fast 2 Furious,2 Fast 2 Furious,"{'url': 'https://m.media-amazon.com/images/M/MV5BOTQzYzEwNWMtOTAwYy00YWYwLWE1NTEtZTkxOGQxZTM0M2VhXkEyXkFqcGc@._V1_.jpg', 'width': 1200, 'height': 1800}","{'aggregate_rating': 5.9, 'votes_count': 312009}",2003
tt0427392,movie,The Invasion,The Invasion,"{'url': 'https://m.media-amazon.com/images/M/MV5BMTQ1NzM0NjI4M15BMl5BanBnXkFtZTcwOTg2NjUzMw@@._V1_.jpg', 'width': 1387, 'height': 2048}","{'aggregate_rating': 5.9, 'votes_count': 86050}",2007
tt2709768,movie,The Secret Life of Pets,The Secret Life of Pets,"{'url': 'https://m.media-amazon.com/images/M/MV5BMjIzMzA1OTkzNV5BMl5BanBnXkFtZTgwODE3MjM4NzE@._V1_.jpg', 'width': 480, 'height': 760}","{'aggregate_rating': 6.5, 'votes_count': 228595}",2016
tt1690953,movie,Despicable Me 2,Despicable Me 2,"{'url': 'https://m.media-amazon.com/images/M/MV5BNDExNDllYzMtZjdmOS00NWMwLWJlY2EtMDk2ZjE5MmZiOWY5XkEyXkFqcGc@._V1_.jpg', 'width': 1012, 'height': 1500}","{'aggregate_rating': 7.3, 'votes_count': 446137}",2013
tt0119567,movie,The Lost World: Jurassic Park,The Lost World: Jurassic Park,"{'url': 'https://m.media-amazon.com/images/M/MV5BMGI3NDg5N2ItZGIyZi00ZWNkLWFlODUtZDA1Y2Q1M2U4NGM2XkEyXkFqcGc@._V1_.jpg', 'width': 2000, 'height': 3000}","{'aggregate_rating': 6.6, 'votes_count': 462349}",1997
tt0206634,movie,Children of Men,Children of Men,"{'url': 'https://m.media-amazon.com/images/M/MV5BMDNkNmNiYzYtYWY0YS00NWEwLTgwMWUtYjM0M2E4Nzk3MzhmXkEyXkFqcGc@._V1_.jpg', 'width': 1320, 'height': 1953}","{'aggregate_rating': 7.9, 'votes_count': 549988}",2006
tt0493464,movie,Wanted,Wanted,"{'url': 'https://m.media-amazon.com/images/M/MV5BMTQwNDM2MTMwMl5BMl5BanBnXkFtZTgwMjE4NjQxMTE@._V1_.jpg', 'width': 680, 'height': 1022}","{'aggregate_rating': 6.7, 'votes_count': 421061}",2008
tt0438097,movie,Ice Age: The Meltdown,Ice Age: The Meltdown,"{'url': 'https://m.media-amazon.com/images/M/MV5BMjAwODg3OTAxMl5BMl5BanBnXkFtZTcwMjg2NjYyMw@@._V1_.jpg', 'width': 1383, 'height': 2048}","{'aggregate_rating': 6.8, 'votes_count': 309149}",2006
tt0427327,movie,Hairspray,Hairspray,"{'url': 'https://m.media-amazon.com/images/M/MV5BYzBiNjJhNmUtMjM0Yi00ZjZkLTliNzUtYWEyYmVkZTFhMmQzXkEyXkFqcGc@._V1_.jpg', 'width': 729, 'height': 1080}","{'aggregate_rating': 6.7, 'votes_count': 143003}",2007
tt0085033,tvSeries,Inspector Gadget,Inspector Gadget,"{'url': 'https://m.media-amazon.com/images/M/MV5BZjA4ZmI0MWEtMmFjNi00NDExLTk3ZDMtMTllMTRlYTk0OGRhXkEyXkFqcGc@._V1_.jpg', 'width': 800, 'height': 1222}","{'aggregate_rating': 6.8, 'votes_count': 24546}",1983,2023
tt1375670,movie,Grown Ups,Grown Ups,"{'url': 'https://m.media-amazon.com/images/M/MV5BMjA0ODYwNzU5Nl5BMl5BanBnXkFtZTcwNTI1MTgxMw@@._V1_.jpg', 'width': 1382, 'height': 2048}","{'aggregate_rating': 6, 'votes_count': 297802}",2010
tt0785006,movie,Hotel for Dogs,Hotel for Dogs,"{'url': 'https://m.media-amazon.com/images/M/MV5BMTI5NjkxOTE5MF5BMl5BanBnXkFtZTcwMTcxNTAwMg@@._V1_.jpg', 'width': 510, 'height': 755}","{'aggregate_rating': 5.5, 'votes_count': 25836}",2009
tt0472062,movie,Charlie Wilson's War,Charlie Wilson's War,"{'url': 'https://m.media-amazon.com/images/M/MV5BMTgwMDgwMDc4MF5BMl5BanBnXkFtZTYwOTU3MDM4._V1_.jpg', 'width': 450, 'height': 666}","{'aggregate_rating': 7, 'votes_count': 128470}",2007
tt0443489,movie,Dreamgirls,Dreamgirls,"{'url': 'https://m.media-amazon.com/images/M/MV5BMTY1MzIwNDQyNl5BMl5BanBnXkFtZTcwNDEwNzYyMw@@._V1_.jpg', 'width': 1382, 'height': 2048}","{'aggregate_rating': 6.6, 'votes_count': 79294}",2006
tt0408306,movie,Munich,Munich,"{'url': 'https://m.media-amazon.com/images/M/MV5BMTcwNzYzMzMwMF5BMl5BanBnXkFtZTcwMzMzODczMQ@@._V1_.jpg', 'width': 972, 'height': 1440}","{'aggregate_rating': 7.5, 'votes_count': 247968}",2005
tt36463894,movie,Predator: Killer of Killers,Predator: Killer of Killers,"{'url': 'https://m.media-amazon.com/images/M/MV5BNjM2MjA4YzQtYjBkNS00YmU3LTllOTgtMDQzMjkzM2Q4MmM5XkEyXkFqcGc@._V1_.jpg', 'width': 1086, 'height': 1609}","{'aggregate_rating': 7.5, 'votes_count': 34829}",2025
tt0371246,movie,Spanglish,Spanglish,"{'url': 'https://m.media-amazon.com/images/M/MV5BZTUxM2JiZTAtNjJlMC00NGM5LTgyNDYtNjQ3NWFiODcyZjY2XkEyXkFqcGc@._V1_.jpg', 'width': 874, 'height': 1300}","{'aggregate_rating': 6.4, 'votes_count': 90996}",2004
